image_path,label,source,group_id,fold
/kaggle/input/datasets/ashery/chexpert/train/patient00455/study1/view2_lateral.jpg,pathology,chex,patient00455,4
/kaggle/input/datasets/ashery/chexpert/train/patient00470/study1/view1_frontal.jpg,no_finding,chex,patient00470,1
/kaggle/input/datasets/ashery/chexpert/train/patient00470/study1/view2_lateral.jpg,no_finding,chex,patient00470,1
/kaggle/input/datasets/ashery/chexpert/train/patient00475/study1/view1_frontal.jpg,pathology,chex,patient00475,3
/kaggle/input/datasets/ashery/chexpert/train/patient00475/study2/view1_frontal.jpg,no_finding,chex,patient00475,3
/kaggle/input/datasets/ashery/chexpert/train/patient00477/study1/view1_frontal.jpg,pathology,chex,patient00477,5
/kaggle/input/datasets/ashery/chexpert/train/patient00477/study4/view1_frontal.jpg,pathology,chex,patient00477,5
/kaggle/input/datasets/ashery/chexpert/train/patient00477/study2/view1_frontal.jpg,pathology,chex,patient00477,5
/kaggle/input/datasets/ashery/chexpert/train/patient00477/study3/view1_frontal.jpg,pathology,chex,patient00477,5
/kaggle/input/datasets/ashery/chexpert/train/patient00485/study2/view1_frontal.jpg,no_finding,chex,patient00485,2
/kaggle/input/datasets/ashery/chexpert/train/patient00485/study1/view1_frontal.jpg,pathology,chex,patient00485,2
/kaggle/input/datasets/ashery/chexpert/train/patient00565/study1/view1_frontal.jpg,pathology,chex,patient00565,5
/kaggle/input/datasets/ashery/chexpert/train/patient00565/study3/view1_frontal.jpg,pathology,chex,patient00565,5
/kaggle/input/datasets/ashery/chexpert/train/patient00565/study2/view1_frontal.jpg,pathology,chex,patient00565,5
/kaggle/input/datasets/ashery/chexpert/train/patient00612/study1/view1_frontal.jpg,pathology,chex,patient00612,2
/kaggle/input/datasets/ashery/chexpert/train/patient00612/study2/view1_frontal.jpg,no_finding,chex,patient00612,2
/kaggle/input/datasets/ashery/chexpert/train/patient00613/study1/view1_frontal.jpg,pathology,chex,patient00613,1
/kaggle/input/datasets/ashery/chexpert/train/patient00613/study1/view2_frontal.jpg,pathology,chex,patient00613,1
/kaggle/input/datasets/ashery/chexpert/train/patient00625/study1/view1_frontal.jpg,pathology,chex,patient00625,5
/kaggle/input/datasets/ashery/chexpert/train/patient00625/study2/view1_frontal.jpg,pathology,chex,patient00625,5
/kaggle/input/datasets/ashery/chexpert/train/patient00629/study1/view1_frontal.jpg,pathology,chex,patient00629,1
/kaggle/input/datasets/ashery/chexpert/train/patient00629/study1/view2_lateral.jpg,pathology,chex,patient00629,1
/kaggle/input/datasets/ashery/chexpert/train/patient00645/study1/view1_frontal.jpg,pathology,chex,patient00645,2
/kaggle/input/datasets/ashery/chexpert/train/patient00647/study1/view1_frontal.jpg,pathology,chex,patient00647,3
/kaggle/input/datasets/ashery/chexpert/train/patient00673/study1/view1_frontal.jpg,pathology,chex,patient00673,3
/kaggle/input/datasets/ashery/chexpert/train/patient00682/study1/view1_frontal.jpg,pathology,chex,patient00682,4
/kaggle/input/datasets/ashery/chexpert/train/patient00682/study1/view2_lateral.jpg,pathology,chex,patient00682,4
/kaggle/input/datasets/ashery/chexpert/train/patient00690/study1/view1_frontal.jpg,pathology,chex,patient00690,3
/kaggle/input/datasets/ashery/chexpert/train/patient00690/study1/view2_lateral.jpg,pathology,chex,patient00690,3
/kaggle/input/datasets/ashery/chexpert/train/patient00690/study3/view1_frontal.jpg,pathology,chex,patient00690,3
/kaggle/input/datasets/ashery/chexpert/train/patient00690/study2/view1_frontal.jpg,pathology,chex,patient00690,3
/kaggle/input/datasets/ashery/chexpert/train/patient00690/study2/view2_lateral.jpg,pathology,chex,patient00690,3
/kaggle/input/datasets/ashery/chexpert/train/patient00690/study2/view3_lateral.jpg,pathology,chex,patient00690,3
/kaggle/input/datasets/ashery/chexpert/train/patient00698/study1/view1_frontal.jpg,no_finding,chex,patient00698,1
/kaggle/input/datasets/ashery/chexpert/train/patient00698/study1/view2_lateral.jpg,no_finding,chex,patient00698,1
/kaggle/input/datasets/ashery/chexpert/train/patient00698/study2/view1_frontal.jpg,no_finding,chex,patient00698,1
/kaggle/input/datasets/ashery/chexpert/train/patient00698/study2/view2_lateral.jpg,no_finding,chex,patient00698,1
/kaggle/input/datasets/ashery/chexpert/train/patient00702/study1/view1_frontal.jpg,pathology,chex,patient00702,4
/kaggle/input/datasets/ashery/chexpert/train/patient00702/study3/view1_frontal.jpg,pathology,chex,patient00702,4
/kaggle/input/datasets/ashery/chexpert/train/patient00702/study2/view1_frontal.jpg,pathology,chex,patient00702,4
/kaggle/input/datasets/ashery/chexpert/train/patient00709/study1/view1_frontal.jpg,pathology,chex,patient00709,5
/kaggle/input/datasets/ashery/chexpert/train/patient00709/study1/view2_frontal.jpg,pathology,chex,patient00709,5
/kaggle/input/datasets/ashery/chexpert/train/patient00709/study1/view3_lateral.jpg,pathology,chex,patient00709,5
/kaggle/input/datasets/ashery/chexpert/train/patient00730/study1/view1_frontal.jpg,pathology,chex,patient00730,3
/kaggle/input/datasets/ashery/chexpert/train/patient00730/study1/view2_lateral.jpg,pathology,chex,patient00730,3
/kaggle/input/datasets/ashery/chexpert/train/patient00737/study1/view1_frontal.jpg,pathology,chex,patient00737,3
/kaggle/input/datasets/ashery/chexpert/train/patient00737/study1/view2_lateral.jpg,pathology,chex,patient00737,3
/kaggle/input/datasets/ashery/chexpert/train/patient00755/study3/view1_frontal.jpg,no_finding,chex,patient00755,1
/kaggle/input/datasets/ashery/chexpert/train/patient00755/study3/view2_lateral.jpg,no_finding,chex,patient00755,1
/kaggle/input/datasets/ashery/chexpert/train/patient00755/study1/view1_frontal.jpg,pathology,chex,patient00755,1
/kaggle/input/datasets/ashery/chexpert/train/patient00755/study1/view2_lateral.jpg,pathology,chex,patient00755,1
/kaggle/input/datasets/ashery/chexpert/train/patient00755/study2/view1_frontal.jpg,pathology,chex,patient00755,1
/kaggle/input/datasets/ashery/chexpert/train/patient00755/study4/view1_frontal.jpg,pathology,chex,patient00755,1
/kaggle/input/datasets/ashery/chexpert/train/patient00772/study1/view1_frontal.jpg,pathology,chex,patient00772,2
/kaggle/input/datasets/ashery/chexpert/train/patient00772/study6/view1_frontal.jpg,pathology,chex,patient00772,2
/kaggle/input/datasets/ashery/chexpert/train/patient00772/study5/view1_frontal.jpg,pathology,chex,patient00772,2
/kaggle/input/datasets/ashery/chexpert/train/patient00772/study4/view1_frontal.jpg,pathology,chex,patient00772,2
/kaggle/input/datasets/ashery/chexpert/train/patient00772/study3/view1_frontal.jpg,pathology,chex,patient00772,2
/kaggle/input/datasets/ashery/chexpert/train/patient00772/study2/view1_frontal.jpg,pathology,chex,patient00772,2
/kaggle/input/datasets/ashery/chexpert/train/patient00774/study1/view1_frontal.jpg,pathology,chex,patient00774,2
/kaggle/input/datasets/ashery/chexpert/train/patient00840/study4/view1_frontal.jpg,pathology,chex,patient00840,4
/kaggle/input/datasets/ashery/chexpert/train/patient00840/study4/view2_lateral.jpg,pathology,chex,patient00840,4
/kaggle/input/datasets/ashery/chexpert/train/patient00840/study6/view1_frontal.jpg,pathology,chex,patient00840,4
/kaggle/input/datasets/ashery/chexpert/train/patient00840/study6/view2_lateral.jpg,pathology,chex,patient00840,4
/kaggle/input/datasets/ashery/chexpert/train/patient00840/study2/view1_frontal.jpg,pathology,chex,patient00840,4
/kaggle/input/datasets/ashery/chexpert/train/patient00840/study2/view2_lateral.jpg,pathology,chex,patient00840,4
/kaggle/input/datasets/ashery/chexpert/train/patient00840/study5/view1_frontal.jpg,pathology,chex,patient00840,4
/kaggle/input/datasets/ashery/chexpert/train/patient00840/study5/view2_lateral.jpg,pathology,chex,patient00840,4
/kaggle/input/datasets/ashery/chexpert/train/patient00840/study1/view1_frontal.jpg,pathology,chex,patient00840,4
/kaggle/input/datasets/ashery/chexpert/train/patient00840/study1/view2_lateral.jpg,pathology,chex,patient00840,4
/kaggle/input/datasets/ashery/chexpert/train/patient00840/study3/view1_frontal.jpg,pathology,chex,patient00840,4
/kaggle/input/datasets/ashery/chexpert/train/patient00840/study3/view2_lateral.jpg,pathology,chex,patient00840,4
/kaggle/input/datasets/ashery/chexpert/train/patient00843/study3/view1_frontal.jpg,pathology,chex,patient00843,1
/kaggle/input/datasets/ashery/chexpert/train/patient00843/study3/view2_lateral.jpg,pathology,chex,patient00843,1
/kaggle/input/datasets/ashery/chexpert/train/patient00843/study2/view1_frontal.jpg,pathology,chex,patient00843,1
/kaggle/input/datasets/ashery/chexpert/train/patient00843/study1/view1_frontal.jpg,pathology,chex,patient00843,1
/kaggle/input/datasets/ashery/chexpert/train/patient00849/study1/view1_frontal.jpg,pathology,chex,patient00849,4
/kaggle/input/datasets/ashery/chexpert/train/patient00850/study1/view1_frontal.jpg,pathology,chex,patient00850,5
/kaggle/input/datasets/ashery/chexpert/train/patient00854/study1/view1_frontal.jpg,pathology,chex,patient00854,4
/kaggle/input/datasets/ashery/chexpert/train/patient00854/study2/view1_frontal.jpg,pathology,chex,patient00854,4
/kaggle/input/datasets/ashery/chexpert/train/patient00863/study10/view1_frontal.jpg,pathology,chex,patient00863,3
/kaggle/input/datasets/ashery/chexpert/train/patient00863/study10/view2_lateral.jpg,pathology,chex,patient00863,3
/kaggle/input/datasets/ashery/chexpert/train/patient00863/study5/view1_frontal.jpg,pathology,chex,patient00863,3
/kaggle/input/datasets/ashery/chexpert/train/patient00863/study9/view1_frontal.jpg,pathology,chex,patient00863,3
/kaggle/input/datasets/ashery/chexpert/train/patient00863/study12/view1_frontal.jpg,pathology,chex,patient00863,3
/kaggle/input/datasets/ashery/chexpert/train/patient00863/study3/view1_frontal.jpg,pathology,chex,patient00863,3
/kaggle/input/datasets/ashery/chexpert/train/patient00863/study11/view1_frontal.jpg,pathology,chex,patient00863,3
/kaggle/input/datasets/ashery/chexpert/train/patient00863/study6/view1_frontal.jpg,pathology,chex,patient00863,3
/kaggle/input/datasets/ashery/chexpert/train/patient00863/study7/view1_frontal.jpg,pathology,chex,patient00863,3
/kaggle/input/datasets/ashery/chexpert/train/patient00863/study8/view1_frontal.jpg,pathology,chex,patient00863,3
/kaggle/input/datasets/ashery/chexpert/train/patient00863/study1/view1_frontal.jpg,pathology,chex,patient00863,3
/kaggle/input/datasets/ashery/chexpert/train/patient00863/study4/view1_frontal.jpg,pathology,chex,patient00863,3
/kaggle/input/datasets/ashery/chexpert/train/patient00863/study2/view1_frontal.jpg,pathology,chex,patient00863,3
/kaggle/input/datasets/ashery/chexpert/train/patient00867/study1/view1_frontal.jpg,pathology,chex,patient00867,2
/kaggle/input/datasets/ashery/chexpert/train/patient00885/study1/view1_frontal.jpg,pathology,chex,patient00885,2
/kaggle/input/datasets/ashery/chexpert/train/patient00885/study1/view2_lateral.jpg,pathology,chex,patient00885,2
/kaggle/input/datasets/ashery/chexpert/train/patient00891/study1/view1_frontal.jpg,pathology,chex,patient00891,2
/kaggle/input/datasets/ashery/chexpert/train/patient00891/study1/view2_lateral.jpg,pathology,chex,patient00891,2
/kaggle/input/datasets/ashery/chexpert/train/patient00891/study1/view3_lateral.jpg,pathology,chex,patient00891,2
/kaggle/input/datasets/ashery/chexpert/train/patient00903/study1/view1_frontal.jpg,no_finding,chex,patient00903,4
/kaggle/input/datasets/ashery/chexpert/train/patient00903/study1/view2_lateral.jpg,no_finding,chex,patient00903,4
/kaggle/input/datasets/ashery/chexpert/train/patient00907/study1/view1_frontal.jpg,pathology,chex,patient00907,2
/kaggle/input/datasets/ashery/chexpert/train/patient00937/study1/view1_frontal.jpg,pathology,chex,patient00937,5
/kaggle/input/datasets/ashery/chexpert/train/patient00937/study7/view1_frontal.jpg,pathology,chex,patient00937,5
/kaggle/input/datasets/ashery/chexpert/train/patient00937/study5/view1_frontal.jpg,pathology,chex,patient00937,5
/kaggle/input/datasets/ashery/chexpert/train/patient00937/study6/view1_frontal.jpg,pathology,chex,patient00937,5
/kaggle/input/datasets/ashery/chexpert/train/patient00937/study3/view1_frontal.jpg,pathology,chex,patient00937,5
/kaggle/input/datasets/ashery/chexpert/train/patient00937/study4/view1_frontal.jpg,pathology,chex,patient00937,5
/kaggle/input/datasets/ashery/chexpert/train/patient00937/study8/view1_frontal.jpg,pathology,chex,patient00937,5
/kaggle/input/datasets/ashery/chexpert/train/patient00937/study2/view1_frontal.jpg,pathology,chex,patient00937,5
/kaggle/input/datasets/ashery/chexpert/train/patient00943/study1/view1_frontal.jpg,pathology,chex,patient00943,5
/kaggle/input/datasets/ashery/chexpert/train/patient00943/study1/view2_lateral.jpg,pathology,chex,patient00943,5
/kaggle/input/datasets/ashery/chexpert/train/patient00944/study1/view1_frontal.jpg,pathology,chex,patient00944,1
/kaggle/input/datasets/ashery/chexpert/train/patient00944/study1/view2_lateral.jpg,pathology,chex,patient00944,1
/kaggle/input/datasets/ashery/chexpert/train/patient00963/study1/view1_frontal.jpg,pathology,chex,patient00963,3
/kaggle/input/datasets/ashery/chexpert/train/patient00963/study2/view1_frontal.jpg,pathology,chex,patient00963,3
/kaggle/input/datasets/ashery/chexpert/train/patient00972/study1/view1_frontal.jpg,pathology,chex,patient00972,1
/kaggle/input/datasets/ashery/chexpert/train/patient00972/study2/view1_frontal.jpg,no_finding,chex,patient00972,1
/kaggle/input/datasets/ashery/chexpert/train/patient00972/study5/view1_frontal.jpg,pathology,chex,patient00972,1
/kaggle/input/datasets/ashery/chexpert/train/patient00972/study9/view1_frontal.jpg,pathology,chex,patient00972,1
/kaggle/input/datasets/ashery/chexpert/train/patient00972/study11/view1_frontal.jpg,pathology,chex,patient00972,1
/kaggle/input/datasets/ashery/chexpert/train/patient00972/study4/view1_frontal.jpg,pathology,chex,patient00972,1
/kaggle/input/datasets/ashery/chexpert/train/patient00972/study12/view1_frontal.jpg,pathology,chex,patient00972,1
/kaggle/input/datasets/ashery/chexpert/train/patient00972/study7/view1_frontal.jpg,pathology,chex,patient00972,1
/kaggle/input/datasets/ashery/chexpert/train/patient00972/study8/view1_frontal.jpg,pathology,chex,patient00972,1
/kaggle/input/datasets/ashery/chexpert/train/patient00972/study10/view1_frontal.jpg,pathology,chex,patient00972,1
/kaggle/input/datasets/ashery/chexpert/train/patient00972/study6/view1_frontal.jpg,pathology,chex,patient00972,1
/kaggle/input/datasets/ashery/chexpert/train/patient00972/study3/view1_frontal.jpg,no_finding,chex,patient00972,1
/kaggle/input/datasets/ashery/chexpert/train/patient00986/study1/view1_frontal.jpg,no_finding,chex,patient00986,3
/kaggle/input/datasets/ashery/chexpert/train/patient00986/study1/view2_lateral.jpg,no_finding,chex,patient00986,3
/kaggle/input/datasets/ashery/chexpert/train/patient01001/study1/view1_frontal.jpg,pathology,chex,patient01001,5
/kaggle/input/datasets/ashery/chexpert/train/patient01001/study1/view2_lateral.jpg,pathology,chex,patient01001,5
/kaggle/input/datasets/ashery/chexpert/train/patient01001/study2/view1_frontal.jpg,no_finding,chex,patient01001,5
/kaggle/input/datasets/ashery/chexpert/train/patient01001/study2/view2_lateral.jpg,no_finding,chex,patient01001,5
/kaggle/input/datasets/ashery/chexpert/train/patient01004/study1/view1_frontal.jpg,pathology,chex,patient01004,3
/kaggle/input/datasets/ashery/chexpert/train/patient01004/study1/view2_lateral.jpg,pathology,chex,patient01004,3
/kaggle/input/datasets/ashery/chexpert/train/patient01035/study1/view1_frontal.jpg,pathology,chex,patient01035,4
/kaggle/input/datasets/ashery/chexpert/train/patient01035/study2/view1_frontal.jpg,pathology,chex,patient01035,4
/kaggle/input/datasets/ashery/chexpert/train/patient01044/study1/view1_frontal.jpg,pathology,chex,patient01044,1
/kaggle/input/datasets/ashery/chexpert/train/patient01044/study1/view2_lateral.jpg,pathology,chex,patient01044,1
/kaggle/input/datasets/ashery/chexpert/train/patient01054/study1/view1_frontal.jpg,pathology,chex,patient01054,2
/kaggle/input/datasets/ashery/chexpert/train/patient01054/study1/view2_lateral.jpg,pathology,chex,patient01054,2
/kaggle/input/datasets/ashery/chexpert/train/patient01054/study2/view1_frontal.jpg,pathology,chex,patient01054,2
/kaggle/input/datasets/ashery/chexpert/train/patient01058/study1/view1_frontal.jpg,pathology,chex,patient01058,4
/kaggle/input/datasets/ashery/chexpert/train/patient01060/study1/view1_frontal.jpg,pathology,chex,patient01060,5
/kaggle/input/datasets/ashery/chexpert/train/patient01098/study1/view1_frontal.jpg,pathology,chex,patient01098,3
/kaggle/input/datasets/ashery/chexpert/train/patient01119/study1/view1_frontal.jpg,pathology,chex,patient01119,4
/kaggle/input/datasets/ashery/chexpert/train/patient01119/study1/view2_lateral.jpg,pathology,chex,patient01119,4
/kaggle/input/datasets/ashery/chexpert/train/patient01166/study1/view1_frontal.jpg,no_finding,chex,patient01166,1
/kaggle/input/datasets/ashery/chexpert/train/patient01166/study1/view2_lateral.jpg,no_finding,chex,patient01166,1
/kaggle/input/datasets/ashery/chexpert/train/patient01176/study1/view1_frontal.jpg,no_finding,chex,patient01176,5
/kaggle/input/datasets/ashery/chexpert/train/patient01181/study3/view1_frontal.jpg,pathology,chex,patient01181,5
/kaggle/input/datasets/ashery/chexpert/train/patient01181/study2/view1_frontal.jpg,pathology,chex,patient01181,5
/kaggle/input/datasets/ashery/chexpert/train/patient01181/study5/view1_frontal.jpg,pathology,chex,patient01181,5
/kaggle/input/datasets/ashery/chexpert/train/patient01181/study4/view1_frontal.jpg,pathology,chex,patient01181,5
/kaggle/input/datasets/ashery/chexpert/train/patient01181/study1/view1_frontal.jpg,pathology,chex,patient01181,5
/kaggle/input/datasets/ashery/chexpert/train/patient01183/study1/view1_frontal.jpg,pathology,chex,patient01183,2
/kaggle/input/datasets/ashery/chexpert/train/patient01183/study2/view1_frontal.jpg,pathology,chex,patient01183,2
/kaggle/input/datasets/ashery/chexpert/train/patient01183/study3/view1_frontal.jpg,pathology,chex,patient01183,2
/kaggle/input/datasets/ashery/chexpert/train/patient01183/study6/view1_frontal.jpg,pathology,chex,patient01183,2
/kaggle/input/datasets/ashery/chexpert/train/patient01183/study5/view1_frontal.jpg,pathology,chex,patient01183,2
/kaggle/input/datasets/ashery/chexpert/train/patient01183/study5/view2_lateral.jpg,pathology,chex,patient01183,2
/kaggle/input/datasets/ashery/chexpert/train/patient01183/study4/view2_lateral.jpg,pathology,chex,patient01183,2
/kaggle/input/datasets/ashery/chexpert/train/patient01183/study4/view1_frontal.jpg,pathology,chex,patient01183,2
